image_id,annotation
67358.png,bathroom kitchen master room located east size 7 feet length 7 feet width common room 1 located north east corner living room size 8 feet length 8 feet width common room 2 located north east corner common room 1 size 10 feet length 9 feet width kitchen located north east common room 2 bathroom size 9 feet length 5 feet width living room dividing plan partly occupied half space total area located west size 40 feet length 15 feet width master room located south east corner adjacent living room size 12 feet length 12 feet width
67366.png,balcony southeast corner apartment living room 12 x 5 bathroom west apartment common room 5 x 5 common room west apartment bathroom 12 x 10 kitchen north apartment bathroom 10 x 5 living room east apartment balcony 25 x 40 master room southwest corner apartment common room 12 x 12
67397.png,balcony located north east cornerthe balcony located near common room 2the floor area 60 square feet bathroom 1 located west sidebathroom 1 located master room common room 1 floor area 49 square feet ref common room 1 located north west cornercommon room 1 located nearby bath room 2the floor area 200 square feet common room 2 located south sideit locate master room balconythe floor area 150 square feet kitchen located north eat cornerthe kitchen located nearby bathroom 2the floor area 80 square feet living room located east sidethe living room located nearby common room 2the floor area 400 square feet master room located south west cornerthe master room located nearby common room 2 floor area 225 square feet
67425.png,balcony northeast corner building just north living area approximately 30 square feet bathroom north wall building northeast corner master room approximately 25 square feet bathroom south west corner building common room north living room just east approximately 150 square feet common room center north wall building living area just east master room bathroom just west approximately 100 square feet common room 5 feet north south west corner building living area just north east bathroom just south approximately 180 square feet kitchen south east corner building living room just west north approximately 170 square feet living room east wall building just south north balcony just west kitchen approximately 420 square ft master room northwest corner building just west common room 1 approximately 225 square feet
67452.png,balcony 1 south west map living room east estimated 5 ft x 12 ft balcony 2 north east map common room 2 bathroom west kitchen south estimated 6 ft x 3 ft bathroom north east map common room 2 north balcony 2 kitchen east living room west south estimated 12 ft x 4 ft common room 1 north west map master room north living room east south estimated 12 ft x 10 ft common room 2 north east map master room living room west bathroom south balcony 2 east estimated 10 ft x 10 ft kitchen south east map balcony 2 north bathroom west living room west south estimated 8 ft x 10 ft living room south map balcony 1 west common room 1 north west master room north common room 2 east bathroom kitchen north east estimated 22 ft x 22 ft master room north west map common room 1 living room south common room 2 east estimated 15 ft x 12 ft
67455.png,balcony entrance living room 12 feet length 2 feet width aspect ratio 5 1 bathroom 1 southwest corner room bathroom1 near room common room 1 master room 2 feet length 3 feet width aspect ratio 1 1 bathroom 2 room kitchen common room 1it entrance living room 2 feet length 3 feet width aspect ratio 1 1 common room 1 entrance living roombathroom1 bathroom2 room common room 1 8 feet length 8 feet width aspect ratio 4 4 common room 2 entrance living room 8 feet length 8 feet width aspect ratio 4 4 kitchen entrance living room 2 feet length 8 feet width aspect ratio 1 3kitchen near room bathroom 2 living room entrance south center rooms 12 feet length 25 feet width aspect ratio 5 6 master room entrance living room 8 feet length 8 feet width aspect ratio 4 4 master room northwest corner room
67465.png,balcony 1 approx 20sq feet located south east property comm room north balcony 2 east balcony 2 approx 35sq feet located south west property master bedroom north balcony 1 east bathroom approx 55sq feet located center east living room north east master bedroom south common room approx 130sq feet located south east property living room north north west master bedroom west balcony 1 south kitchen approx 80sq feet located north west property living room wraps east south living room approx 200sq feet located north east property kitchen north west living room wraps east south kitchen bathroom center west master bedroom south west comm room south east master room approx 140sq feet bathroom north living room north east comm room east balcony 2 south
67466.png,balcony 1 located north east corner entire plan kithcen 12 feet length 3 feet width balcony 2 located south west corner entire plan kithcen 12 feet length 3 feet width bathroom located west inbetween com master room 5 x 5 feet length width respectively common room located north west corner plan bath room 15 x 15 feet length width respectively kitchen located east living room covering 3 feet width 12 feet lenght living room located center plan com bath left kitchen right total length 35 feet 20 feet vertical master room extended entire plan master room located south west just balcony 1 room lenght 12 feet 12 feet width
67483.png,balcony 1 bathroom balcony 2 living room bathroom living room balcony kitchen correct position living room infront balcony 2 suitable place living room master room corner plan
67490.png,balcony situated south eastern end plan share spaces master room living room bathroom situated edge northeast end living room common room 1 living room kitchen common room 1 situated north eastern plan share spaces common room 2 bathroom living room bigger room common room 2 common room 2 north west plan adjacent living room common room 1 slight smaller room common room 1 kitchen situated middle east end plan bathroom living master rooms smallest room plan living room largest room plan connected room plan starts common rooms runs till south end plan entrance located room master room situated south eastern portion balcony plan living balcony kitchen shares common space second largest room plan
67492.png,direction balcony southwest corner living room measures approximately 45 square feet 15 feet length 3 feet width direction bathroom north corner kitchen measures approximately 30 square feet 6 feet length 5 feet width direction room northeast living room bathroom master room measures approximately 100 square feet 10 feet length 10 feet width direction kitchen north corner bathroom measures approximately 60 square feet 10 feet length 6 feet width living room direction northwest corner southwest corner left balcony kitchen bathroom room 1 master room measures approximately 600 square feet 30 feet length 20 feet width direction master room southeast living room room 1 measures approximately 150 square feet 15 feet length 10 feet width
6754.png,balcony located south west cornerthe balcony located nearby living hallthe floor area 70 square feet bathroom located east sidethe bathroom located master common roomthe floor area 50 square feet ref common room located north east corner common room located nearby bath roomthe floor area 250 square feet kitchen located northwest cornerthe kitchen located nearby common roomthe floor area 120 square feet living room located west center buildingthe living room located balcony kitchen roomthe floor area 450 square feet master room located south east corner master room located nearby bath roomthe floor area 250 square feet
67573.png,balcony floor plan extends length master room common room 34 feet height 20 feet width bath center right floor plan just past master room 10 feet width 5 feet height second bath center left kitchen 10 feet width 10 feet height common room lower center left master room 10 feet width 20 feet height second common room lower left hand corner left common room living room 10 feet width 20 feet height kitchen upper right corner floor plan past living room 10 feet width 10 feet height living room upper center floor plan second bath kitchen 25 feet width 20 feet height room extends second bath kitchen inside bathroom master room lower right corner floor plan past balcony common room 15 feet width 20 feet height
67579.png,bathroom accessible dining room kitchen bathroom approximately 7ft 10ft common room 1 accessible dining room master room common room 2 common room 1 approximately 8ft 8ft common room 2 accessible common room 1 andor kitchen common room 2 approximately 8ft 8ft dining room accessible living room bathroom kitchen common room 1 dining room approximately 15ft 7ft kitchen accessible dining room bathroom common room 2 kitchen approximately 8fty 10ft living room open dining room master room living room approximately 15 ft 10ft features south facing entrance master room accessible living room common room 1 dining room master room approximately 8f tby 8ft
67584.png,attached master bedrooms southern tip youll 12ft x 2 ft balcony gives easy access fresh air quickly located north area house bathroom connected bathroom direct alignment bathroom like kitchen quite small 6 ft x 7 ft common room southwest corner home easy access master bedroom living room common room 8ft 10 ft youll plenty living space kitchen located north eastern corner home directly attached living room 4 ft 7 ft relatively small centralized room easily accesses rooms home including exit room 20 ft x 10 ft larger rooms home master bedroom 12 ft x 10 ft located southwest vicinity home beautiful balcony south end adds additional 12ft x 2ft space
6759.png,balcony situated middle west floor plan situated west kitchen north bathroom size balcony 10 feet long bathroom situated middle north floor plan situated south west kitchen middle living room size bathroom 10 feet long common room 1 situated middle west floor plan situated middle living room northwest master room size common room 1 approximately 10 feet long common room 2 situated north west corner floor plan situated middle living room north common room 1 size common room 1 approximately 10 feet long kitchen situated north east floor plan situated north living room balcony west bath room south west kitchen size kitchen approximately 10 feet long living room situated middle east floor plan situated adjacent common room master room facing kitchen north west size living room greater 10 feet long 3 times greater 10 feet height master room situated south west corner situated south west living room south common room1 size master room greater 10 feet long
67590.png,balcony accessible living room approximately 12 ft 3 ft bathroom accessible living room approximately 10ft 3 ft common room 1 accessible living room common room 2 common room 1 approximately 10 ft 12 ft common room 2 accessible living room kitchen common room 1 common room 2 approximately 10ft 12 ft kitchen accessible living room common room 2 kitchen approximately 10ft 12 ft living room open bathroom kitchen balcony common room 1 2 living room features entrance bathroom kitchen approximately 12 ft 30ft
67617.png,balcony 1 north east corner position living room kitchen 10x6 sq ft balcony 2 south east corner located near master room 10x6 sq ft balcony 3 west south corner position near common room 10x6 sq ft bathroom west middle position living room common room 10x8 sq ft common room east south corner located balcony2 living room 10x10 sq ft kitchen east middle position balcony1 living room 10x8 sq ft living room north west center position east facing near common room master room kitchen bathroom 10x20 sq ft master room south east corner position balcony2 living room 10 x16 sq ft
67644.png,balcony 1 left north bathroom 10 feet wide feet deep balcony 2 right south living room 15 feet wide 10 feet deep bathroom near left west kitchen south balcony 1 common room near center east master south west living room 10 feet 10 feet kitchen near center 6 feet wide 10 feet deep east balcony 1 bathroom north west living room living room right corner foot thirty foot deep balcony 2 south rooms west master bedroom left near center west common room 10 feet wide 15 feet deep
67666.png,bathroom located midnorthern area reaches living room kitchen estimated 5 feet wide common room 1 located southeast access living room master bedroom approximately 10 ft width common room 2 located northeast reaches living room bathroom master room estimated 12 ft wide kitchen located midnorthern area accesses living room bathroom approximately 5 feet wide living room located furthest west floor plan extends north south accesses room approximately 30 feet wide master room located mid eastern sits south north reaches living room common room 1 common room 2 estimated 10 ft width
67701.png,balcony balcony occupies southwest corner master room north spanning width approximately 12 feet wide 5 feet deep bathroom 1 bathroom 1 northern living room east south common room 1 west approximately 8 feet wide 8 feet deep bathroom 2 bathroom 2 occupies northwest corner living room east master room south approximately 12 feet wide 5 feet deep common room 1 common room 1 centered northern jutting northwest exterior walls bathroom 1 east living room room south approximately 12 feet wide 10 feet deep common room 2 common room 2 southeast corner living room room west north approximately 12 feet wide 15 feet deep kitchen kitchen northeast corner jutting 3 exterior walls living room room south approximately 12 feet wide 8 feet deep living room living room south east common room 2 inset southeast corner bathroom 2 master room west common room 2 bathroom 1 kitchen north composed offset adjoining areas approximately 20 feet wide 20 feet deep 10 feet wide 15 feet deep master room master room south bathroom 2 north living room east balcony south approximately 12 feet wide 15 feet deep
67751.png,balcony locationsouth relationshipthe location living area50 sqrt feet sides 10 feet width 5 feet length bathroom locationeast relationshipthe location com master area35 sqrt feet sides 7 feet width 5 feet length comon room locationnorth east corner relationshipthe location near bath living area25 sqrt feet sides 5 feet width 5 feet length kitchen locationnorth west corner relationshipthe location storage living area50 sqrt feet sides 5 feet width 10 feet length living room location south west corner relationshipthe location bath kitichen commasterstorage area800 sqrt feet sides 20 feet width 40 feet length master room locationsouth est corner relationshipthe location living com anda balcony area400 sqrt feet sides 20 feet width 20 feet length storage room locationnorth west corner relationshipthe location kitchen living area50 sqrt feet sides 5 feet width 10 feet length
67754.png,balcony 1 left master room size 18 feet x 4 feet south west corner balcony 2 located north east corner kitchen dimensions room 7 feet x 15 feet bathroom south east corner dimensions 14 feet x 6 feetit right master room common room bathroom kitchen placed right living room size room 8 feet x 15 feet kitchen provided balcony 2 common room right living room size 8 feet x 8 feet living room center size room 25 feet 40 feet passage provided facilitate access bathroom master room left living room placed south west corner size room 18 feet x 18 feet storage room living room placed left 6 feet north west corner living room dimensions room 6 feet x 8 feet
6777.png,balcony 1 kitchen living room east house approximately 2 x2 feet balcony living room facing south house approximately 4 x2 feet size entering house common bathroom north west living room east common room 2 bathroom pathway space living room restroom measures approximately 7x7 feet entering house common room 2 located north west living room west bath room north common room 1 area approximately 10x7 feet communal area 1 northwest corner living room southwest corner common room 1 area approximately 10x7 kitchen located north east house east living room north balcony space 10 x 11 feet living room enter house main entrance north entering living room 5 foot entrance pathway later living room rectangular shape 10x16 width height master bedroom south west house attached living room common room 1 floor space approximately 10x 11 feet
67796.png,balcony located south west corner house balcony located rear living room approximate size balcony 12 x 4 bathroom located north house bathroom located kitchen common room approximate size bathroom 6 x 6 common room 1 located south house common room 1 located left master room right living room approximate size common room 1 10 x 12 common room 2 located north east corner house common room 2is located left kitchen infront master room approximate size common room 2 10 x 10 kitchen located north west corner house kitchen located left bathroom right living room approximate size kitchen 8 x 6 living room located west house living room located infront balcony left common room 1 approximate size living room 12 x 20 master room located south east corner house master room located rear common room 2 right common room 1 approximate size master room 12 x 12
67823.png,balcony 1 locationnorth west corner relationshipthe location living area50 sqrt feet sides 5 feet width 10 feet length balcony 2 locationsouth relationshipthe location living area50 sqrt feet sides 10 feet width 5 feet length bathroom locationnorth relationshipthe location living area25 sqrt feet sides 5 feet width 5 feet length comon room locationsouth east corner relationshipthe location living area200 sqrt feet sides 10 feet width 20 feet length kitchen locationnorth relationshipthe location living area50 sqrt feet sides 5 feet width 10 feet length living room locationcentral region relationshipthe location relatively center rooms area600 sqrt feet sides 30 feet width 20 feet length master room locationsouth west corner relationshipthe location bath living area200 sqrt feet sides 20 feet width 10 feet length
67831.png,balcony 1 located south east cornerbalcony 1 located nearby common room 1the floor area 45 square feet balcony 2 located south west cornerbalcony 2 located nearby living roomthe floor area 45 square feet bathroom located north sidethe bathroom located betwen kitchen common room 2the floor area 100 square feet ref common room 1 located south sidecommon room 1 located balcony 1 common room 3the floor area 225 square feet common room 2 located north east cornercommon room 2 located nearby bathroomthe floor area 200 square feet common room 3 located east sideit located common room 1 common room 2the floor area 80 square feet kitchen located north west cornerthe kitchen located nearby bathroomthe floor area 80 square feet living room located west sidethe living room located nearby common room 1the floor area 450 square feet
67832.png,bathroom located north sidethe bathroom located nearby common room 1the floor area 70 square feet ref common room 1 located north east cornercommon room 1 located nearby bath room floor area 180 square feet common room 2 located south sideit locaed nearby living roomthe floor area 180 square feet kitchen locatedon north west cornerit locaed nearby living roomthe floor area 80 square feet living room located west siethe living room located kitchen bathroomthe floor area 750 square feet master room located south east cornerthe master room located nearby common room 2the floor area 350 square feet
67842.png,balconies south east corner apartment master bedroom common room approximately 3 x 15 bathroom west apartment common room living room approximately 10 x 8 common room southwest corner apartment bathroom balcony approximately 15 x 15 kitchen northwest corner apartment living room approximately 10 x 10 living room north east corner apartment master bedroom kitchen approximately 25 x 25 master room east apartment balcony living room approximately 15 x 15
67872.png,small balcony northwest corner house balcony people access balcony living room approximately 5 x 5 feet size balcony helps increase air circulation hot climates enhance natural light houses interior fairly large balcony south corner house balcony people access balcony master bedroom approximately 10 x 3 feet size balcony helps increase air circulation hot climates enhance natural light houses interior small bathroom living room bathroom east straight opposite main door approximately 10 x 3 feet size small common room 1 common room 1 located southwest corner house easily accessible living room approximately 10 x 15 feet size includes entryexit door living room small common room 2 common room 2 located west corner house easily accessible living room approximately 10 x 10 feet size includes entryexit door living room located opposite bathroom small kitchen kitchen situated north house attached balcony 1 approximately 10 x 3 feet size includes entryexit door living room house northfacing living room main door house located living room approximately 20 x 10 feet size spacious wellstructured comfortable living room entrance passage bathroom common room 2 south floor plan capacious master bedroom master bedroom settled southeast corner house attached balcony south bathroom north approximately 10 x 15 feet size includes entryexit door living room
67886.png,bathroom north west corner position living room master room 10x6 sq ft common room east living position master room living room 10x10 sq ft living room west south corner west facing bathroom common room master room 10x 20 sq ft master room north east corner position bath room common room 10x16 sq ft
67900.png,balcony located south west corner floor plan just livingroom horizontal length 13 feet vertical width 6 feet bathroom situated north east central region floor plan sandwiched common room north master room south horizontal length 14 feet vertical width 7 feet common room positioned north central floor plan right kitchen vertical length 15 feet horizontal width 11 feet kitchen positioned north west corner floor plan just livingroom left common room vertical length 9 feet horizontal width 7 feet livingroom located west floor plan kitchen north balcony south vertical length 30 feet horizontal width 13 feet master room located south east corner floor plan right livingroom bathroom vertical length 18 feet horizontal width 14 feet
67905.png,balcony 1 centrally located south house balcony 1 access living room south area balcony 1 approximately 40 sqft size balcony 2 centrally located north house balcony 2 access living room north area balcony 2 approximately 30 sqft size bathroom centrally located east house located living room master room common room 2 approximately area bathroom 60 sqft size common room 1 located south west corner house common room 1 situated living room approximately area common room 1 110 sqft common room 2 located north east corner house common room 2 situated living room bathroom approximately area common room 2 100 sqft size living room occupies half portion house north south common room 1 located west living room east master room common room 2 located approximately area living room 300 sqft size master room located south east corner house master room situated living room bathroom approximately master room 120 sqft size
67917.png,balcony south house master room common room 2 north dimensions 4 feet length 26 feet width bathroom west center houseit living room east master room south dimensions 3 feet length 8 feet width common room 1 north east houseit kitchen living room west living room south dimensions 11 feet length 12 feet width common room 2 east houseit living room northmaster room west balcony south dimensions 12 feet length width kitchen north west houseit common room east living room south dimensions 5 feet length 8 feet width living room center houseit kitchen common room 1 northbathroom westmaster common room 2 southits dimensions 24 feet length 20 feet width approximately master room west houseit bathroom living northcommon room 2 east balcony south dimensions 12 feet length 14 feet width
67924.png,balcony west 5 feet wide 14 feet long bathroom east north master room 7 feet deep 9 feet common room 1 south living room north master room east common room 2 northwest 13 feet deep 10 feet common room 2 middle floorplan living room north common room 1 southeast 13 feet 12 feet deep kitchen northside north northeast corner living room 9 feet deep 6 feet living room middle upper portion floorplan kitchen north balcony east rest rooms south 15 feet widest point 15 feet deep including hallway common room 2 bathroom master room southeast corner south bathroom east common room 1 10 feet 17 feet deep
6795.png,balcony south house connects facing upwards living room 13x5 feet bathroom northwest corner house connects living room 5x5 feet common room centereast house directly kitchen adjacent kitchen living room master bedroom 15x10 feet kitchen northeast corner house connects living room common room 10x13 feet living room westcenter house connects directly kitchen bathroom common room master bedroom balcony size 15x40 feet master bedroom southeast corner house connects living room common room size 15x10 feet
67970.png,bathroom smallest room apartment located kitchen master bedroom 1 common room size master bedroom 1 connected master bedroom common room main living room kitchen located bathroom living space roughly 10 feet 8 feet size living room abnormal shape like letter t rotated clockwise 90 degrees largest room 10 feet 20 feet size located right common room kitchen area connecting rooms master room 12 feet 10 feet corn master 2 bedroom master room 2 largest room living room located bathroom master room 1
67983.png,southwest corner house narrow balcony 3ftx10ft sticks past walls rest house continuing past kitchen bath square room middle north wall measuring 5ftx5ft shares wall common room 1 master room kitchen entry living room hallway common room 1 located northeast corner house sandwiched bathroom master room measures 5ftx8ft south living room hallway common room 2 shares border master room living room middle southern wall house largest common rooms 15ftx10ft going left entry living room kitchen north house smallest room measuring 5ftx3ft sits common room 2 bath entry house northeast corner house living room unusual shaped room 30ftx20ft small entry way north 10ft hallway northeast room takes rooms house living room touches room common room 1 tucked bath master room northeast corner house master room located southeast corner house largest room living room measures 10ftx20ft
68008.png,balcony located middle portion floor plan dimensions room 14 feet 7 feet directly living room bathroom located right corner floor plan dimension 10 feet 8 feet left kitchen living room left corner living room common room 1 located left corner floor plan dimension 13 feet 11 feet directly master room right kitchen right living room common room 2 located right corner floor plan dimension 12 feet 12 feet left living room serving perimeters home kitchen located middle portion floor plan dimension 8 feet 5 feet left common room 1 bathroom right bathroom directly living room living room located middle floor plan surrounded room home general dimension 18 feet 16 feet covering approximately 300 square ft starting right corner working clockwide kitchen kitchen bathroom right common room 2 balcony directly left master room common room 1 left corner master room located left corner floor plan diminesion 15 feet 11 feet directly common room 1 living room right
68027.png,balcony situated middle south situated south master roomsize balcony approximately 10 feet long bathroom situated middle east situated kitchen room south east living room common roomsize bathroom smaller 10 feet long common room situated south east corner situated bathroom east master room size common room greater 10 feet long kitchen situated north east corner situated east living roomsize kitchen approximately 10 feet long living room north floor plan extending west east situated master common room kitchen bathroom adjacent living room facing east size living room times 10 feet long master room situated middle west floor plan situated south living room adjacent common room size master room approximately 10 feet long
68076.png,balcony south east map living room north estimated 12 ft x 3 ft bathroom 1 north east map kitchen north common room 1 west living room east south estimated 5 ft x 10 ft bathroom 2 west map master room south east living room east estimated 10 ft x 10 ft common room 1 north west map bathroom 1 easy living room south estimated 10 ft x 10 ft common room 2 south map master room west living room north east estimated 8 ft x 15 ft kitchen north east map bathroom 1 living room south estimated 20 ft x 6 ft living room east map kitchen common room 1 north bathroom 1 west north bathroom 2 west master room balcony south common room 2 west south estimated 25 ft x 25 ft master room south west map bathroom 2 north west living room north common room 2 east estimated 18 ft x 18 ft
68080.png,balcony room master room entrance living room 12 feet length 2 feet width aspect ratio 6 1 bathroom entrance living room 3 feet length 3 feet width aspect ratio 1 1 bathroom near room master room common room 1 entrance living room near room dining room 6 feet length 4 feet width aspect ratio 4 2 common room 2 southeast corner room entrance living room 12 feet length 15 feet width aspect ratio 4 5common room 2 near room master room dining room room kitchen common room 1it entrance living room 3 feet length 4 feet width aspect ratio 1 2 kitchen important place northeast corner room entrance living room 8 feet length 2 feet width aspect ratio 4 2 living room entrance west roomsit center place roomsit 15 feet length 25 feet width aspect ratio 4 7 master room room bathroom entrance living room 8 feet length 8 feet width aspect ratio 4 4
68092.png,balcony located southeast corner living size room 4 feet width 10 feet length bathroom located west kitchen common size room 5 feet width 5 feet length common room located west living kitchen bath size room 8 feet width 8 feet length kitchen located northwest corner common living room size room 6 feet width 12 feet length living room located east rooms size room 10 feet width 16 feet length master room located southwest corner living room size room 10 feet width 11 feet length
68096.png,balcony entrance living room 10 feet length 2 feet width bathroom entrance living room 3 feet length 3 feet width common room entrance living room 10 feet length 10 feet width aspect ratio 3 3 kitchen entrance living room 12 feet length 2 feet widthkitchen room near room master room common room living room center rooms entrance north 15 feet length 35 feet width rooms master room entrance living room 10 feet length 10 feet width aspect ratio 3 3master room near kitchen room balcony
68112.png,balcony room located south plan living room total size 12 feet length 2 feet width bath room located north east corner master room total size 10 feet length 4 feet width common1 room located south west corner living room right total size 12 feet length 8 feet width common2 room located north west living room total size 9 feet length 8 feet width kitchen room located north west corner living room total size 9 feet length 4 feet width living room located covered center plan balcony room total size 30 feet length 15 feet width master room located south east corner bath room total size 13 feet length 10 feet width
68152.png,bathroom located northern adjacent kitchen approximately 50 square feet common room located south western corner west master room approximately 205 square feet kitchen located north western corner west bathroom approximately 100 square feet living room located north eastern corner north common room master room approximately 435 square feet master room located south eastern corner south living room approximately 215 square feet
68156.png,balcony located north east cornerthe room size 10x5 bathroom located middle east room size 10x5 kitchen located north east master balcony room size 10x6 living room center house connected rooms room size 10x8 master room 1 located north west corner near kitchen room size 10x7 master room 2 located south room size 10x7
68159.png,bath northeast kitchen living 0805 feet com1 south facing common room 3 common room 2 living 2506 feet com2 southeast living room common room 1 common room3 com3 west common room 2 master living common room 1 1508 feet kitchen northeast corner bath living 1312 feet livingnortheast surrounded master kitchen bath cam 2 cam 1 2820 feet master northwest corner living cam3 2412 feet
68165.png,balcony right 10 feet wide 5 feet tall bathroom kitchen 5 feet 5 feet common room 1 bathroom 10 feet wide 5 feet tall common room 2 10 feet wide 20 feet tall common room 3 upper right living room 5 feet wide 10 feet tall kitchen left common room 3 10 feet wide 5 feet tall living room takes right 10 feet wide 30 feet tall
68181.png,small bath bedroom east wall home approximately 5 ft x 8 ft kitchen south common room 2 north common room 1 far north area home centered plan juts 2 feet wall west master east common room 2 cantilever approximately 10ft x 10 ft square common room 2 farthest north eastern area home common room 1 approximately 10ft x 10 ft square approximately 10 ft x 10 ft kitchen enclosed south east corner home adjacent living room bath north living room kitchen expand width home facing south enter door center living area directly 305ft x 105ft living room veers area bath east master west living perfect rectangle space approximately 5 feet corner master bath master bedroom north west corner home does expand width living room cantilevered area west area master shape relatively square measuring approximately 10 ft x 12 ft master lies just north living room home
68196.png,balcony north houseit common room 2 living southits dimensions 5 feet length 35 feet breadth bathroom 1 south west cornerit master room north kitchen eastits dimensions 3 feet length 10 feet breadth bathroom 2 west houseit common room 2 north 1 south living eastits dimensions 3 feet length 10 feet breadth common room 1 west houseit bathroom 2 northmaster room south living eastits dimensions 5 feet length 10 feet breadth common room 2 west houseit balcony northbathroom 2 south living eastits dimensions 4 feet length 10 feet breadth kitchen south houseit living room east northmaster room bathroom 1 westits dimensions 5 feet length 10 feet breadth living room east houseit balcony northcommon room 2bathroom 2common room 1master room bathroom 1 west order bottomkitchen south itits dimensions 25 feet length 21 feet breadth average master room lower west sideit common room 1 northliving room east bathroom 1 southits dimensions 7 feet length 10 feet breadth
68215.png,bathroom located center east common room master room square size 8 feet common room located north east corner adjacent living room square size 15 feet kitchen situated north west center opposite common room adjacent living room square size 8 feet living room occupied center area kitchen common room area 380 sqr feet master room located south east corner bath room rectangular size 22 feet length 15 feet width
68227.png,balcony east apartment living room 12 x 3 second balcony south apartment master bedroom 12 x 3 bathroom north apartment common room measures 10 x 10 second bathroom west apartment master bedroom 10 x 10 common room north east corner apartment living room 12 x 15 kitchen north west corner apartment measures 10 x 7 living room center apartment balcony 25 x 40 master bedroom west apartment second balcony 12 x 20
68265.png,balcony approx 90sq feet located south property master bedroom north west comm room north east bathroom approx 40sq feet located upper center west property living room east master bedroom south common room approx 145sq feet located lower center east property living room north master bedroom east balcony south kitchen approx 40sq feet located north west property living room wraps east south sides living room approx 280sq feet located north property living room wraps kitchen north west property bathroom west master bedroom south west comm room south east master room approx 130sq feet located lower center west property bathroom north living room north west comm room west balcony south
68270.png,balcony room located north west corner kitchen room total size 14 feet length 2 feet width bath room located north kitchen room left total size 8 feet length 5 feet width common1 room located north east corner common2 room total size 14 feet length 8 feet width common2 room located east exact common1 room total size 10 feet length 5 feet width kitchen room located north west bath room right total size 11 feet length 7 feet width living room located south west corner kitchen room total size 22 feet length 18 feet width master room located south east corner common2 room total size 11 feet length 7 feet width
68271.png,balcony located south east corner room size 10x6 bathroom located west middle near kitchen room size 10x5 facing north west common room 1 located bathroom room size 10x7 common room 2 located north east near common room 1the room size 10x6 kitchen west middle bathroom master room room size 10x7 living room middle east common 2 room balcony room size 10 feet master room s located south west near kitchen room size 10x8
68274.png,balcony located north east cornerthe balcony located nearby master roomthe floor area 60 square feet bathroom 1 located south sidebathroom 1 located bathroom 2 master roomthe floor area 60 square feet ref common room 1 located south west cornercommon room 1 located nearby bath room 2the floor area 100 square feet common room 2 located west sidecommon room 2 located common room 1 kitchenthe floor area 100 square feet kitchen located north west cornerthe kitchen located nearby common room 2the floor area 80 square feet living room located north sidethe living room located near master roomthe floor area 450 square feet master room located south east cornerthe master room located nearby bathroom 1the floor area 250 square feet
68277.png,balcony north west house kitchen bathroom south dimensions 3 feet length 20 feet width bathroom north center houseit balcony northkitchen westcommon room 1 east living south dimensions 9 feet length 8 feet width common room 1 north east corner house bathroom west living common room 2 southits dimensions 9 feet length 17 feet width common room 2 east center houseit common room 1 northliving west master room southits dimensions 9 feet length 11 feet width kitchen north west houseit balcony northbathroom east living south dimensions 9 feet length 11 feet width living room south west corner houseit kitchenbathroomcommon room 1 north common room 2 master room eastits dimensions 18 feet length 24 feet width approximately master room south east corner houseit living west common room 2 north dimensions 9 feet length 15 feet width
6828.png,balcony centrally located south corner house balcony access living room balcony approximately 100120 sqft bath room 1 located north east corner house living room common room bath room located bathroom approximately 100120 sq ft bathroom 2 located master room common room 2 bathroom 2 approximately 80100 sqft common room 1 located south east corner house bath room 1 living room common room 1 located common room 1 approximately 200220 sq ft common room located north west corner house kitchen bathroom 2 living room 2 located common room 2 approximately 200250 sq ft kitchen located north west corner house common room 2 living room kitchen located kitchen approximately 100120 sqft living room centrally located south northliving room access rooms living room approximately 300350 sq ft master room located corner south west house bathroom 2 living room master room located master room approximately 150170 sq ft
68313.png,balcony located south west cornerit located nearby master roomthe floor area 40 square feet bathroom 1 located west located master room common room 1the floor area 30 square feet bathroom 2 located south sideit located kitchen master roomthe floor area 60 square feet common room 1 located north west cornerit located nearby common room 2the floor area 110 square feet common room 2 located north itis located nearby common room 1the floor area 90 square feet kitchen located south located nearby bath room 2the floor area 60 square feet living room located north east cornerit located nearby common room 2the floor area 375 square feet master room located west located nearby balconythe floor area 130 square feet
6832.png,balcony southern edge house south master room dimensions approximately 12x4 bathroom south bathroom north master room western edge house dimensions approximately 7x6 bathroom 2 western edge house common room north bathroom 1 south living room east dimensions approximately 7x6 common room northwest corner house living room east south bathroom 2 south dimensions approximately 12x15 kitchen eastern edge house living room west dimensions approximately 7x12 living room eastern house kitchen east common room bathrooms west master room south dimensions approximately 13x25 master room southern portion house balcony south bathroom 1 northwest living room northeast dimensions approximately 12x20
68321.png,balcony 1 located west near bathroom kitchen size 34 balcony 2 located south living room size 143 bathroom located kitchen master room size 44 common room located north east corner near living room size 1014 kitchen located north near balcony bathroom size 106 living room located north north facing near rooms balcony1 size 1626 master room located south west corner near bathroom size 1012
68345.png,balcony sits south east accesses living room master room 10 ft wide bathroom located mid northern area reaches kitchen living room approximately 5 ft width common room 1 located southwest furthest south accesses living room estimated 11 feet width common room 2 located northeast reaches living room master room bathroom approximately 10 ft wide kitchen located mid northern area furthest north accesses living room bathroom estimated 8 ft wide living room largest room extends room floor plan located mid south approximately 14 ft wide master room located mid eastern area reaches living room balcony common room 2 10 feet wide
